+-------------------------------------+-------+
|                Symbol               | Count |
|              may_delete             |   1   |
|           ext4_map_blocks           |   3   |
|          __fsnotify_parent          |   85  |
|              clear_user             |   2   |
|            do_arch_prctl            |   1   |
|        _find_next_bit.part.0        |   28  |
|         find_next_iomem_res         |   2   |
|             update_curr             |  178  |
|        cpuacct_account_field        |   47  |
|           memzero_explicit          |   5   |
|         selinux_inode_create        |   1   |
|               elf_map               |   4   |
|          locks_remove_posix         |   9   |
|        selinux_inode_getattr        |   3   |
|              do_munmap              |   4   |
|    selinux_determine_inode_label    |   2   |
|        security_inode_setattr       |   3   |
|           inode_sub_bytes           |   1   |
|             __getblk_gfp            |  172  |
|            ext4_file_mmap           |   7   |
|          ext4_es_init_tree          |   1   |
|              vm_munmap              |   2   |
|             __free_pages            |   3   |
|        radix_tree_lookup_slot       |  405  |
|               exit_aio              |   1   |
|           rb_insert_color           |   75  |
|         try_to_release_page         |  128  |
|              remove_vma             |   21  |
|            vm_normal_page           |  486  |
|          generic_file_open          |   4   |
|              exit_mmap              |   1   |
|      selinux_inode_follow_link      |   1   |
|       smp_apic_timer_interrupt      |   47  |
|            mb_clear_bits            |   1   |
|               ____fput              |   7   |
|        __kmalloc_track_caller       |   3   |
|             kick_process            |   5   |
|            do_page_fault            |  116  |
|           file_update_time          |   33  |
|         next_zones_zonelist         |  666  |
|               d_lookup              |   2   |
|            find_get_entry           |  405  |
|         jbd2__journal_start         |  286  |
|           __get_vma_policy          |   83  |
|         run_posix_cpu_timers        |   47  |
|            ext4_set_aops            |   1   |
|             untrack_pfn             |   1   |
|        vma_wants_writenotify        |   19  |
|              ktime_get              |   95  |
|         ext4_get_group_desc         |  188  |
|          inode_sb_list_add          |   1   |
|       get_pfnblock_flags_mask       |  226  |
|         __page_set_anon_rmap        |   83  |
|            _raw_spin_lock           |  1168 |
|          file_ra_state_init         |   4   |
|            ext4_truncate            |   1   |
|   vma_interval_tree_augment_rotate  |   4   |
